seed,slice_family,slice_name,c2_support,i2_support,c2_accuracy,i2_accuracy,i2_minus_c2_accuracy,c2_macro_f1,i2_macro_f1,i2_minus_c2_macro_f1,c2_mean_confidence,i2_mean_confidence,i2_minus_c2_mean_confidence,c2_recall_Fall,i2_recall_Fall,i2_minus_c2_recall_Fall,c2_recall_Spring,i2_recall_Spring,i2_minus_c2_recall_Spring,c2_recall_Summer,i2_recall_Summer,i2_minus_c2_recall_Summer,c2_recall_Winter,i2_recall_Winter,i2_minus_c2_recall_Winter
2026,file_size_quartile,q4_largest,8193,8193,0.7662638838032467,0.7821310875137313,0.015867203710484556,0.6936840484212201,0.7131254230594868,0.019441374638266673,0.788713802108249,0.8173279358756335,0.02861413376738442,0.5108499095840868,0.5280289330922242,0.01717902350813738,0.5204081632653061,0.5340136054421769,0.013605442176870763,0.8512515387771851,0.8569963069347558,0.0057447681575707454,0.7352787910369984,0.7764460656591975,0.041167274622199046
2026,image_mode,greyscale,294,294,0.7210884353741497,0.7414965986394558,0.020408163265306145,0.5634993432510721,0.6436631016478775,0.08016375839680545,0.6940094496117157,0.724876978263563,0.030867528651847276,0.25,0.28125,0.03125,0.3333333333333333,0.5,0.16666666666666669,0.8012422360248447,0.782608695652174,-0.01863354037267073,0.7684210526315789,0.8421052631578947,0.0736842105263158
2026,image_mode,other_mode,0,0,,,,,,,,,,,,,,,,,,,,,
2026,image_mode,rgb,32459,32459,0.7424443143658154,0.7539665424073446,0.011522228041529248,0.7337010025281866,0.7449520758672531,0.011251073339066497,0.7788206550966567,0.8064836198504493,0.027662964753792596,0.6566996402877698,0.6513039568345323,-0.0053956834532374875,0.6273620559334845,0.6288737717309146,0.0015117157974301465,0.8156650491476919,0.8247480403135499,0.009082991165857979,0.6999675640609796,0.7444048005189751,0.044437236457995466
2026,product_family_size,multirow,13730,13730,0.755061908230153,0.7681718863801894,0.01310997815003645,0.7220071481854226,0.7318457947977355,0.009838646612312929,0.7846082209043058,0.811482754482115,0.026874533577809223,0.7057284094213434,0.7002035475428904,-0.0055248618784530246,0.5,0.4946236559139785,-0.005376344086021501,0.8,0.81442097596504,0.014420975965039995,0.7406679764243614,0.7740667976424361,0.03339882121807469
2026,product_family_size,singleton,19023,19023,0.7330074120801136,0.743521000893655,0.010513588813541475,0.730294268908743,0.7429659669626345,0.012671698053891456,0.7733326788073439,0.8016142264256836,0.028281547618339675,0.623610858079796,0.6185097467662598,-0.0051011113135361885,0.6750261233019854,0.6802507836990596,0.005224660397074143,0.8268943436499466,0.831590181430096,0.00469583778014937,0.6632366697848456,0.719052073589024,0.055815403804178376
2753,acquisition_year,dominant_2011_2012,22896,22896,0.7581236897274634,0.7747641509433962,0.016640461215932878,0.5489278452978782,0.5913339512326252,0.04240610593474703,0.7969417324280568,0.8027017404612318,0.005760008033175001,0.63458974669737,0.6797963883165676,0.04520664161919763,0.1910828025477707,0.25477707006369427,0.06369426751592355,0.8516560182125285,0.8497466402291254,-0.001909377983403071,0.5683122847301951,0.5958668197474167,0.027554535017221604
2753,acquisition_year,missing_year,0,0,,,,,,,,,,,,,,,,,,,,,
2753,acquisition_year,other_years,9857,9857,0.7237496195597037,0.7339961448716648,0.010246525311961019,0.6666643849071443,0.6824377677870407,0.01577338287989638,0.8184167326125555,0.8196864641860446,0.0012697315734890857,0.41802067946824223,0.4948301329394387,0.0768094534711965,0.689419795221843,0.6996587030716723,0.010238907849829282,0.8227654698242933,0.820855614973262,-0.0019098548510313451,0.7215213358070501,0.7293135435992579,0.007792207792207795
2753,article_type_shortcut,aligned,21115,21115,0.8774804641250296,0.8831162680558844,0.0056358039308548324,0.8601264835564354,0.8690131829249004,0.008886699368464979,0.8383849916160601,0.8426210762227623,0.004236084606702217,0.8414847161572052,0.8724890829694323,0.03100436681222707,0.9509569377990431,0.965311004784689,0.014354066985645897,0.8635318704284222,0.8631138975966562,-0.0004179728317659226,0.9383599339570721,0.9499174463401211,0.011557512383049029
2753,article_type_shortcut,conflict,11619,11619,0.512866856011705,0.5439366554780962,0.031069799466391212,0.40538143231475354,0.43021100203044355,0.024829569715690003,0.7399584696418868,0.7445263798896146,0.004567910247727736,0.541208377278891,0.5945457284917884,0.0533373512128974,0.08298755186721991,0.1037344398340249,0.02074688796680499,0.7219850586979722,0.7075773745997865,-0.014407684098185713,0.3709063214013709,0.38004569687738005,0.009139375476009126
2753,article_type_shortcut,missing_article_type,0,0,,,,,,,,,,,,,,,,,,,,,
2753,article_type_shortcut,unseen_article_type,19,19,0.2631578947368421,0.3684210526315789,0.10526315789473684,0.1625,0.23214285714285715,0.06964285714285715,0.7281622259240401,0.8269734053235305,0.09881117939949036,0.0,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
2753,file_size_quartile,q1_smallest,8187,8187,0.7538780994259191,0.7680469036277024,0.014168804201783347,0.6518472872741952,0.6820548525524748,0.030207565278279613,0.8172931518836585,0.8245767702422359,0.007283618358577382,0.749526066350711,0.7848341232227488,0.03530805687203786,0.25842696629213485,0.3146067415730337,0.05617977528089885,0.7863247863247863,0.7764628533859304,-0.009861932938855955,0.7105263157894737,0.7009569377990431,-0.009569377990430561
2753,file_size_quartile,q2,8192,8192,0.7452392578125,0.7669677734375,0.021728515625,0.7276583489913098,0.7540060575900341,0.026347708598724373,0.8034655726514757,0.8115436752814276,0.0080781026299519,0.5764172335600907,0.638095238095238,0.06167800453514738,0.6796407185628742,0.7065868263473054,0.026946107784431184,0.8619582664526485,0.8631047924787892,0.0011465260261407373,0.6563467492260062,0.6780185758513931,0.021671826625386914
2753,file_size_quartile,q3,8181,8181,0.7126268182373793,0.7252169661410586,0.012590147903679294,0.6884452767983671,0.7081187425029876,0.019673465704620474,0.7743366718722094,0.7782640609607445,0.0039273890885350715,0.3829634931997137,0.443092340730136,0.0601288475304223,0.7009803921568627,0.7140522875816994,0.013071895424836666,0.8410813542193026,0.8415866599292572,0.000505305709954551,0.6942186088527552,0.6982836495031617,0.004065040650406471
2753,file_size_quartile,q4_largest,8193,8193,0.7793238130111071,0.7896985231295008,0.010374710118393748,0.7084082979809507,0.720897167203288,0.012488869222337273,0.8184907019181986,0.8168380859860509,-0.0016526159321477163,0.4972875226039783,0.5479204339963833,0.050632911392405056,0.5408163265306123,0.5408163265306123,0.0,0.8762823143208863,0.8746409519901518,-0.0016413623307345304,0.7321521625846795,0.7514330380406462,0.019280875455966684
2753,image_mode,greyscale,294,294,0.7482993197278912,0.7414965986394558,-0.006802721088435382,0.6126126263241203,0.5672976011994003,-0.045315025124719965,0.7362578370335962,0.7468896633913727,0.010631826357776597,0.1875,0.21875,0.03125,0.5,0.3333333333333333,-0.16666666666666669,0.8509316770186336,0.8571428571428571,0.006211180124223503,0.7789473684210526,0.7473684210526316,-0.03157894736842104
2753,image_mode,other_mode,0,0,,,,,,,,,,,,,,,,,,,,,
2753,image_mode,rgb,32459,32459,0.7477741150374319,0.762685233679411,0.014911118641979138,0.7352462844242935,0.7532746819343211,0.018028397510027605,0.8040128110831163,0.8083651057039694,0.00435229462085307,0.619716726618705,0.6673785971223022,0.04766187050359716,0.6311413454270597,0.6485260770975056,0.017384731670445963,0.8469578200821202,0.8449670274978226,-0.0019907925842975738,0.6989944858903665,0.7101848848524165,0.011190398962049986
2753,product_family_size,multirow,13730,13730,0.7664967225054625,0.7760378732702112,0.009541150764748707,0.726528633161754,0.741506868588795,0.01497823542704102,0.8081452061030783,0.8141542379211876,0.0060090318181093005,0.6734515847630125,0.7060191916254726,0.032567606862460075,0.49193548387096775,0.5241935483870968,0.032258064516129004,0.8390386016023307,0.8418062636562272,0.002767662053896558,0.7416502946954814,0.737721021611002,-0.003929273084479434
2753,product_family_size,singleton,19023,19023,0.7342690427377385,0.7527203911055038,0.018451348367765297,0.7291637304151487,0.7509217739566724,0.021758043541523664,0.7999830709793136,0.8032366524956263,0.003253581516312609,0.5835306977591547,0.6405538349426125,0.05702313718345786,0.6844305120167189,0.6948798328108673,0.010449320794148398,0.8528281750266808,0.8474919957310566,-0.005336179295624244,0.6607421265980667,0.6850639226691612,0.024321796071094415
