label,precision,recall,f1,support
Fall,0.721086405014177,0.5412186379928315,0.6183377055473799,8928
Spring,0.9398843930635838,0.6117381489841986,0.7411121239744758,1329
Summer,0.6952991021890447,0.8490914690483523,0.7645378663930562,16235
Winter,0.7677672076105204,0.6574029707714423,0.7083118224057822,6261
