external_id,teacher_id,teacher_role,teacher_path,external_view,teacher_view,dhash_distance,ahash_distance,identity_evidence,accepted_overlap,mse,mae,max_difference,crop_mse,crop_mae,foreground_fraction_1,foreground_fraction_2,foreground_ratio
dayt.ie public product catalogue:dayt_ie_15183685255491,dayt.ie public product catalogue:dayt_ie_8862797824323,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/dayt_ie_8862797824323.jpg,view_,view_,1,0,,False,0.023201361298561096,0.05393528938293457,0.9176470637321472,0.06910720467567444,0.17071813344955444,0.16979166666666667,0.191875,0.8849077090119436
dayt.ie public product catalogue:dayt_ie_15183685255491,dayt.ie public product catalogue:dayt_ie_9730212659523,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/dayt_ie_9730212659523.jpg,view_,view_,0,0,,False,0.03636215627193451,0.07568519562482834,0.8470588326454163,0.11625631898641586,0.24374903738498688,0.16979166666666667,0.203125,0.8358974358974359
dayt.ie public product catalogue:dayt_ie_15183685255491,www.edmondsjewellers.com public product catalogue:www_edmondsjewellers_com_9794461466963,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/www_edmondsjewellers_com_9794461466963.jpg,view_,view_,1,0,,False,0.03673703595995903,0.07387471944093704,0.9333333373069763,0.09976279735565186,0.20625893771648407,0.16979166666666667,0.20729166666666668,0.8190954773869347
dayt.ie public product catalogue:dayt_ie_15358062756163,bellavitaorganic.com public catalogue:6871247290414,new_candidate,data/external/rare_usage_replacement_20260906/candidates/party/bellavitaorganic.com_6871247290414.jpg,original,original,2,2,,False,0.05159232020378113,0.11959761381149292,0.9843137264251709,0.3819834291934967,0.5291318893432617,0.1824188232421875,0.9994416666666667,0.18252073065013383
dayt.ie public product catalogue:dayt_ie_15358062756163,dayt.ie public product catalogue:dayt_ie_15358283776323,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/dayt_ie_15358283776323.jpg,original,original,2,2,,False,0.050566088408231735,0.08438233286142349,0.9843137264251709,0.2117791324853897,0.34779635071754456,0.1824188232421875,0.1470959186553955,0.8063637076537014
dayt.ie public product catalogue:dayt_ie_15358062756163,bellavitaorganic.com public catalogue:6871247290414,new_candidate,data/external/rare_usage_replacement_20260906/candidates/party/bellavitaorganic.com_6871247290414.jpg,original,crop_,2,2,,False,0.05159232020378113,0.11959761381149292,0.9843137264251709,0.3819834291934967,0.5291318893432617,0.1824188232421875,0.9994416666666667,0.18252073065013383
dayt.ie public product catalogue:dayt_ie_8862797824323,dayt.ie public product catalogue:dayt_ie_15183685255491,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/dayt_ie_15183685255491.jpg,view_,view_,1,0,,False,0.023201361298561096,0.05393528938293457,0.9176470637321472,0.06910720467567444,0.17071813344955444,0.191875,0.16979166666666667,0.8849077090119436
dayt.ie public product catalogue:dayt_ie_8862797824323,dayt.ie public product catalogue:dayt_ie_9730212659523,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/dayt_ie_9730212659523.jpg,view_,view_,1,0,,False,0.026748051866889,0.059829454869031906,0.8549019694328308,0.09170336276292801,0.20331138372421265,0.191875,0.203125,0.9446153846153845
dayt.ie public product catalogue:dayt_ie_8862797824323,www.edmondsjewellers.com public product catalogue:www_edmondsjewellers_com_9794461466963,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/www_edmondsjewellers_com_9794461466963.jpg,view_,view_,0,0,,False,0.026281893253326416,0.059918493032455444,0.95686274766922,0.08943713456392288,0.18952684104442596,0.191875,0.20729166666666668,0.9256281407035175
dayt.ie public product catalogue:dayt_ie_9730212659523,dayt.ie public product catalogue:dayt_ie_15183685255491,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/dayt_ie_15183685255491.jpg,view_,view_,0,0,,False,0.03636215627193451,0.07568519562482834,0.8470588326454163,0.11625631898641586,0.24374903738498688,0.203125,0.16979166666666667,0.8358974358974359
dayt.ie public product catalogue:dayt_ie_9730212659523,dayt.ie public product catalogue:dayt_ie_8862797824323,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/dayt_ie_8862797824323.jpg,view_,view_,1,0,,False,0.026748051866889,0.059829454869031906,0.8549019694328308,0.09170336276292801,0.20331138372421265,0.203125,0.191875,0.9446153846153845
dayt.ie public product catalogue:dayt_ie_9730212659523,www.edmondsjewellers.com public product catalogue:www_edmondsjewellers_com_9794461466963,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/www_edmondsjewellers_com_9794461466963.jpg,view_,view_,1,0,,False,0.02794911526143551,0.06448663026094437,0.8784313797950745,0.0857800766825676,0.19632959365844727,0.203125,0.20729166666666668,0.9798994974874371
www.edmondsjewellers.com public product catalogue:www_edmondsjewellers_com_9793970897235,www.edmondsjewellers.com public product catalogue:www_edmondsjewellers_com_9794459861331,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/www_edmondsjewellers_com_9794459861331.jpg,original,original,2,1,,False,0.042243555188179016,0.10832184553146362,0.8901960849761963,0.08576572686433792,0.2088969349861145,0.338908,0.341771,0.991623045840636
www.edmondsjewellers.com public product catalogue:www_edmondsjewellers_com_9793970897235,www.edmondsjewellers.com public product catalogue:www_edmondsjewellers_com_9794459861331,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/www_edmondsjewellers_com_9794459861331.jpg,view_,view_,2,2,,False,0.02933758683502674,0.07861743122339249,0.7411764860153198,0.07694211602210999,0.19857186079025269,0.2660416666666667,0.2710416666666667,0.9815526518063028
www.edmondsjewellers.com public product catalogue:www_edmondsjewellers_com_9794459861331,www.edmondsjewellers.com public product catalogue:www_edmondsjewellers_com_9793970897235,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/www_edmondsjewellers_com_9793970897235.jpg,original,original,2,1,,False,0.042243555188179016,0.10832184553146362,0.8901960849761963,0.08576572686433792,0.2088969349861145,0.341771,0.338908,0.991623045840636
www.edmondsjewellers.com public product catalogue:www_edmondsjewellers_com_9794459861331,www.edmondsjewellers.com public product catalogue:www_edmondsjewellers_com_9793970897235,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/www_edmondsjewellers_com_9793970897235.jpg,view_,view_,2,2,,False,0.02933758683502674,0.07861743122339249,0.7411764860153198,0.07694211602210999,0.19857186079025269,0.2710416666666667,0.2660416666666667,0.9815526518063028
www.mjbale.com public product catalogue:www_mjbale_com_7335464501328,www.mjbale.com public product catalogue:www_mjbale_com_7327997362256,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/www_mjbale_com_7327997362256.jpg,original,original,0,0,,False,0.005382077302783728,0.04294704273343086,0.364705890417099,0.012110755778849125,0.09478463977575302,0.3772409138567971,0.3778698885851192,0.9983354727451895
www.mjbale.com public product catalogue:www_mjbale_com_7335464501328,www.mjbale.com public product catalogue:www_mjbale_com_7352164843600,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/www_mjbale_com_7352164843600.jpg,original,original,2,0,,False,0.009685824625194073,0.057894837111234665,0.4000000059604645,0.02147924154996872,0.12628771364688873,0.3772409138567971,0.37454128327992864,0.9928437492389989
www.mjbale.com public product catalogue:www_mjbale_com_7335464501328,www.mjbale.com public product catalogue:www_mjbale_com_7327997362256,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/www_mjbale_com_7327997362256.jpg,view_,view_,2,0,,False,0.00471577188000083,0.03800040856003761,0.34117648005485535,0.011343223042786121,0.0911097601056099,0.35125,0.35,0.9964412811387899
www.mjbale.com public product catalogue:www_mjbale_com_7335464501328,www.mjbale.com public product catalogue:www_mjbale_com_7352164974672,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/www_mjbale_com_7352164974672.jpg,view_,view_,2,0,,False,0.011876925826072693,0.06161917373538017,0.42352941632270813,0.028579769656062126,0.1477714627981186,0.35125,0.3489583333333333,0.9934756820877817
www.mjbale.com public product catalogue:www_mjbale_com_7327997362256,www.mjbale.com public product catalogue:www_mjbale_com_7335464501328,new_candidate,data/external/rare_usage_replacement_20260906/candidates/smart_casual/www_mjbale_com_7335464501328.jpg,original,original,0,0,,False,0.005382077302783728,0.04294704273343086,0.364705890417099,0.012110755778849125,0.09478463977575302,0.3778698885851192,0.3772409138567971,0.9983354727451895
