model,run_id,validation_fold,corruption,loss,macro_f1,macro_f1_change,nll,ece_15
E5,t3_usage_e5_label_smoothing_usage_smallcnn_f4_s2753_0ccaa3f16434_20260831T072807Z03061f,4,jpeg_75,0.943114260256828,0.4085497867479936,-0.0013966442156136,,
E5,t3_usage_e5_label_smoothing_usage_smallcnn_f4_s2753_0ccaa3f16434_20260831T072807Z03061f,4,brightness_085,1.2157609298929175,0.3078899658647364,-0.1020564650988707,,
E5,t3_usage_e5_label_smoothing_usage_smallcnn_f4_s2753_0ccaa3f16434_20260831T072807Z03061f,4,brightness_115,1.0227714784555637,0.3707169678131731,-0.0392294631504341,,
E5,t3_usage_e5_label_smoothing_usage_smallcnn_f4_s2753_0ccaa3f16434_20260831T072807Z03061f,4,translation_003,1.2072451342181485,0.3094941728029143,-0.1004522581606928,,
E5,t3_usage_e5_label_smoothing_usage_smallcnn_f4_s2753_0ccaa3f16434_20260831T072807Z03061f,4,grayscale,0.9838828936632352,0.3967108289748716,-0.0132356019887356,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f0_s2753_d78d360d01b2_20260831T094442Z22542c,0,jpeg_75,0.8358375185412049,0.4084411970028549,-0.0088992861452315,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f0_s2753_d78d360d01b2_20260831T094442Z22542c,0,brightness_085,1.2951139452228164,0.2374137436174399,-0.1799267395306465,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f0_s2753_d78d360d01b2_20260831T094442Z22542c,0,brightness_115,0.987673626718912,0.3975133149814491,-0.0198271681666373,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f0_s2753_d78d360d01b2_20260831T094442Z22542c,0,translation_003,1.0853260542800924,0.3319617730395696,-0.0853787101085168,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f0_s2753_d78d360d01b2_20260831T094442Z22542c,0,grayscale,0.9041551932972832,0.4191666204546001,0.0018261373065136,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f1_s2753_d78d360d01b2_20260831T095326Z8d3f13,1,jpeg_75,0.8452059025306973,0.3715542488159655,-0.0166731950269952,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f1_s2753_d78d360d01b2_20260831T095326Z8d3f13,1,brightness_085,1.0023492113257746,0.3022329677518073,-0.0859944760911533,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f1_s2753_d78d360d01b2_20260831T095326Z8d3f13,1,brightness_115,1.0161292504685275,0.3587740444595552,-0.0294533993834054,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f1_s2753_d78d360d01b2_20260831T095326Z8d3f13,1,translation_003,1.0608343660379016,0.3128105328088354,-0.0754169110341252,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f1_s2753_d78d360d01b2_20260831T095326Z8d3f13,1,grayscale,0.9049255612539888,0.3622050543304073,-0.0260223895125533,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f2_s2753_d78d360d01b2_20260831T100213Z453f7d,2,jpeg_75,0.7715554571307527,0.4127175736504091,-0.0294935389617921,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f2_s2753_d78d360d01b2_20260831T100213Z453f7d,2,brightness_085,1.1829807993605022,0.2263714755531869,-0.2158396370590143,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f2_s2753_d78d360d01b2_20260831T100213Z453f7d,2,brightness_115,0.985130155006676,0.3999203562536613,-0.04229075635854,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f2_s2753_d78d360d01b2_20260831T100213Z453f7d,2,translation_003,1.028890309687053,0.3206668850034603,-0.1215442276087409,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f2_s2753_d78d360d01b2_20260831T100213Z453f7d,2,grayscale,0.8261529649150657,0.4142787993244649,-0.0279323132877363,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f3_s2753_d78d360d01b2_20260831T101101Z24818e,3,jpeg_75,0.8448118514213914,0.3922062809412348,-0.0016968517074942,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f3_s2753_d78d360d01b2_20260831T101101Z24818e,3,brightness_085,1.2171388412219055,0.2415002375106932,-0.1524028951380358,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f3_s2753_d78d360d01b2_20260831T101101Z24818e,3,brightness_115,1.0505288281830516,0.338817373832726,-0.055085758816003,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f3_s2753_d78d360d01b2_20260831T101101Z24818e,3,translation_003,0.9473515526277968,0.3561101137175751,-0.0377930189311538,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f3_s2753_d78d360d01b2_20260831T101101Z24818e,3,grayscale,0.9012350468010348,0.359576253405643,-0.034326879243086,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f4_s2753_d78d360d01b2_20260831T101946Z418c62,4,jpeg_75,0.7683328732474195,0.3849200635091133,-0.0016358587272795,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f4_s2753_d78d360d01b2_20260831T101946Z418c62,4,brightness_085,1.2142988291019092,0.2162468659638103,-0.1703090562725824,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f4_s2753_d78d360d01b2_20260831T101946Z418c62,4,brightness_115,0.9175299079878064,0.3510468318783279,-0.0355090903580648,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f4_s2753_d78d360d01b2_20260831T101946Z418c62,4,translation_003,1.133335411941618,0.3021195823156393,-0.0844363399207535,,
E6,t3_usage_e6_focal_gamma1_usage_smallcnn_f4_s2753_d78d360d01b2_20260831T101946Z418c62,4,grayscale,0.8914466527828846,0.4314854463107567,0.0449295240743639,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f0_s2753_70abdddddebe_20260831T124841Zc7fa81,0,jpeg_75,1.2098430289143491,0.3523816799875597,0.002620210934019,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f0_s2753_70abdddddebe_20260831T124841Zc7fa81,0,brightness_085,2.025316299191372,0.1083038759987759,-0.2414575930547647,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f0_s2753_70abdddddebe_20260831T124841Zc7fa81,0,brightness_115,1.2993923416637458,0.3425086913354861,-0.0072527777180544,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f0_s2753_70abdddddebe_20260831T124841Zc7fa81,0,translation_003,1.658507916833323,0.2242569992191303,-0.1255044698344103,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f0_s2753_70abdddddebe_20260831T124841Zc7fa81,0,grayscale,1.2884397416223716,0.3173139088979141,-0.0324475601556265,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f1_s2753_70abdddddebe_20260831T130419Zdab5ca,1,jpeg_75,1.3565742850447606,0.3329909426883777,-0.0004165706485722,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f1_s2753_70abdddddebe_20260831T130419Zdab5ca,1,brightness_085,2.705595789364924,0.03478237720369,-0.2986251361332599,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f1_s2753_70abdddddebe_20260831T130419Zdab5ca,1,brightness_115,1.3698913617328696,0.3108491246142491,-0.0225583887227008,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f1_s2753_70abdddddebe_20260831T130419Zdab5ca,1,translation_003,1.788658966529962,0.2219826913087281,-0.1114248220282218,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f1_s2753_70abdddddebe_20260831T130419Zdab5ca,1,grayscale,1.3180322596045506,0.3115056392643305,-0.0219018740726194,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f2_s2753_70abdddddebe_20260831T131953Zcc2b31,2,jpeg_75,1.030218303116902,0.3577568629670585,0.0015162038313992,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f2_s2753_70abdddddebe_20260831T131953Zcc2b31,2,brightness_085,2.61519031495335,0.0720584365799785,-0.2841822225556807,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f2_s2753_70abdddddebe_20260831T131953Zcc2b31,2,brightness_115,1.2349019562112968,0.3467886523904784,-0.0094520067451808,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f2_s2753_70abdddddebe_20260831T131953Zcc2b31,2,translation_003,1.3301370624338476,0.2340488675610433,-0.1221917915746159,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f2_s2753_70abdddddebe_20260831T131953Zcc2b31,2,grayscale,1.2265173401984557,0.2976510294845986,-0.0585896296510606,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f3_s2753_70abdddddebe_20260831T133523Z777285,3,jpeg_75,1.0869253736149795,0.346688163170699,0.0061325966734469,,
E7,t3_usage_e7_tinyconvnext18_usage_tinyconvnext18_f3_s2753_70abdddddebe_20260831T133523Z777285,3,brightness_085,3.07157258524693,0.0459279414699181,-0.2946276250273339,,
