epoch,learning_rate,train_loss,train_macro_f1,validation_loss,validation_macro_f1,selected_checkpoint
1,0.001,1.2700372280231318,0.14230105804046253,1.185420798120211,0.21098891482310803,False
2,0.0009972883382072953,1.0527796513967995,0.23770599253383212,1.1218133044007887,0.22841414833777687,False
3,0.0009891830623632338,0.9457574454936737,0.2941811627508789,0.9879922969392155,0.2981994971395499,False
4,0.0009757729755661011,0.8545780415145783,0.3323858971487163,0.8297240726538235,0.3752701050571681,False
5,0.0009572050015330874,0.7853229250809254,0.3552377623886047,0.923060197921416,0.3740048713796125,False
6,0.0009336825748732973,0.7350191392398154,0.4046809604455881,0.7979582392679013,0.4464691954799107,False
7,0.0009054634122155991,0.6890236197371725,0.4397616556271442,0.9097706207790719,0.408783882849424,False
8,0.0008728566886113102,0.6397181237614682,0.46560657362454294,1.1031884611193488,0.37938781659345844,False
9,0.0008362196501476349,0.6036349542330516,0.49860170249646124,0.7604652574755686,0.47558118148761896,False
10,0.0007959536998847742,0.565643433569664,0.4863950715997303,0.822862707123338,0.4470935842708718,False
11,0.0007525,0.5364189017558906,0.5201585377926309,0.8173903187556992,0.4201274608590987,False
12,0.0007063346383225212,0.5095522415767437,0.5300024549256327,0.7338441549243554,0.46549717415527425,False
13,0.000657963412215599,0.47175512600731484,0.5562777855685572,0.7291819625625175,0.45489065964160147,False
14,0.0006079162869547909,0.4630806841316174,0.5345538247047352,0.7333768799440729,0.5249277964199637,False
15,0.0005567415893174886,0.4332302324321708,0.6005921378538362,0.6441953618989187,0.493779798185876,False
16,0.0005050000000000002,0.39124418946958256,0.6220757848594257,0.6850933167289215,0.5171882618828813,False
17,0.0004532584106825117,0.36791386170729384,0.6308317625277898,0.6926341562117914,0.5228903541022693,False
18,0.00040208371304520916,0.35294403648375594,0.6651388828265008,0.7307124625742055,0.5511304109302009,False
19,0.00035203658778440114,0.33746166316669957,0.6704308863452395,0.9177369586996115,0.4496755056629408,False
20,0.00030366536167747904,0.335152492841691,0.6536466324908302,0.5932522932012642,0.5541323863657628,False
21,0.00025750000000000013,0.31787578847287695,0.6901924490199253,0.6357828950073765,0.5595077187504729,False
22,0.00021404630011522585,0.3014569161781561,0.7258408718237049,0.680915067476789,0.5761208252057337,False
23,0.00017378034985236535,0.28350477417526027,0.768543339426871,0.6520206083612843,0.5657889794087156,False
24,0.00013714331138868998,0.28684233921171814,0.7247094472388058,0.6512499769879521,0.5732899456462247,False
25,0.00010453658778440108,0.27155294457065426,0.7645957241910337,0.6475993395310194,0.5648924097802301,False
26,7.631742512670285e-05,0.26369136957290124,0.7742007620983787,0.6322570293691316,0.5810814420585384,False
27,5.279499846691252e-05,0.2585358870607475,0.8062121480552509,0.6532964492422219,0.5761100206188695,False
28,3.4227024433899005e-05,0.25575202252688906,0.7985802219462618,0.6580106389932766,0.5715453330455759,False
29,2.0816937636766188e-05,0.2544427314678761,0.7958429253721248,0.6378597634691257,0.570862034635002,False
30,1.2711661792704668e-05,0.2523308126718231,0.8015370975047966,0.652480953696531,0.5710120554837405,True
