label,precision,recall,f1,support
Fall,0.719442761962447,0.6652105734767025,0.6912646220101263,8928
Spring,0.9241071428571429,0.6230248306997742,0.7442696629213483,1329
Summer,0.7473854929813769,0.8231598398521712,0.78344471802087,16235
Winter,0.7647264464254501,0.6987701645104616,0.7302620597563011,6261
