metric,fold_mean,fold_sd,fold_min,fold_max,pooled_value
n_samples,6550.6,0.8944271909999159,6550.0,6552.0,32753.0
accuracy,0.7624951963088115,0.004605398572728999,0.7579365079365079,0.7680916030534352,0.7624950386224163
balanced_accuracy,0.717170146187815,0.009350859135938116,0.7012115130962379,0.7232160575552449,0.7171776373227285
macro_precision,0.8053131318128768,0.008430081189281688,0.7947013054283563,0.8144743241374186,0.8045360020230161
macro_recall,0.717170146187815,0.009350859135938116,0.7012115130962379,0.7232160575552449,0.7171776373227285
macro_f1,0.7525567745599105,0.006751548690724661,0.743012242110391,0.7597741630370382,0.7526869559580971
weighted_f1,0.7604194895192122,0.004853171965977069,0.7558616447509181,0.7669801658618156,0.7604641894826863
nll,0.6324659802640828,0.013975935647953864,0.6146577033933386,0.6529101624197762,0.6324668801797197
brier,0.33781575979783596,0.004252798448126107,0.330337191023681,0.3403155194462068,0.3378159786332474
ece,0.0500049392290778,0.01757929195528851,0.021723919336365423,0.06809333157254913,0.04621036584387822
