label,precision,recall,f1,support
Fall,0.7444889779559118,0.6657706093189965,0.7029328287606433,8928
Spring,0.9347826086956522,0.6471030850263356,0.7647843485993775,1329
Summer,0.7550077041602465,0.845087773329227,0.7975121341587468,16235
Winter,0.7838647172802536,0.7107490816163552,0.7455185123136203,6261
