family,tuning_id,experiment_id,run_id,fold,history_sha256,epoch,learning_rate,train_loss,validation_loss,validation_accuracy,validation_macro_f1,common_horizon,used_in_five_fold_summary
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,12,0.0006853145073637911,0.7075663614378622,0.7854426695797903,0.6812700351091436,0.6729125449465843,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,13,0.0006340187411206335,0.6849830255109147,0.8074123370631053,0.6899709967943826,0.6730107149522984,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,14,0.0005811517276723399,0.6803784922291947,0.771323524091357,0.6919554266524195,0.6499801597614185,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,15,0.0005273332844148203,0.6608949352035031,0.7817886843424392,0.7116470767821707,0.6911487782009005,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,16,0.00047319438338859726,0.6426432931817185,0.7857582271963454,0.715921233399481,0.6973020192562883,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,17,0.00041936975370853396,0.6331639143176028,0.7704565973249834,0.7201953900167913,0.6950017982333658,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,18,0.00036649043994530075,0.6138927125310217,0.7957796275461017,0.7001984429858037,0.6964338938240572,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,19,0.0003151764037047542,0.6047663843233198,0.7864790960516279,0.6992825522820943,0.6579685405820076,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,20,0.00026602925514494373,0.5857922928736925,0.7780482595230018,0.7302701877575942,0.713200498207028,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,21,0.0002196251996470665,0.5658757398168728,0.77155845484794,0.7229430621279194,0.703215741117905,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,22,0.0001765082823342032,0.5571370035484996,0.8053923607636837,0.7310334300106854,0.7141265484864079,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,23,0.00013718400963967292,0.547146376148725,0.7934184661258761,0.728743703251412,0.7165025218209603,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,24,0.00010211342270629437,0.5319745657703511,0.7974198254132667,0.7346969928255228,0.71738902018089,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,25,7.170769210051748e-05,0.5217729609719252,0.7884100572587224,0.7279804609983209,0.7065892940513503,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,26,4.632329721347056e-05,0.5192277864589645,0.7914719551032854,0.7295069455045031,0.707398335567532,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,27,2.625784686603061e-05,0.5076669785719083,0.7963787894488437,0.728743703251412,0.7098949603176525,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,28,1.174659011750523e-05,0.5071264505386353,0.7989765489361629,0.7311860784613036,0.7141694901110911,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f1-s2753-a6b4939bacc5,1,97a457d82d7c10cc5e799bce151da46b30b3dc2fc0f410f80ebae92f53a0144e,29,2.9596581855021453e-06,0.5034321849764363,0.7982269628341645,0.7313387269119218,0.7138391315158603,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,1,0.001,1.124928215357728,1.0339370436340798,0.557557251908397,0.5673147170282326,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,2,0.0009970974765324432,0.9307752167028002,0.8884233574830849,0.6470229007633588,0.6187619383819033,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,3,0.0009883670094660564,0.8713755438592841,0.8588709049370452,0.6613740458015267,0.6247771937418629,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,4,0.0009739108857318951,0.8394467182816001,0.8795151585295,0.6364885496183206,0.5767093374416232,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,5,0.0009538985901633824,0.8063329504322643,0.8602652700620753,0.6389312977099236,0.6104364596588507,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,6,0.0009285647486286424,0.790972329831117,0.8400653653472434,0.6465648854961832,0.620452697387793,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,7,0.0008982063772567181,0.7676353544123058,0.8208471838754552,0.6803053435114503,0.6310871644356475,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,8,0.0008631794001950215,0.7612010674163076,0.8136470636520677,0.7006106870229007,0.687876131569833,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,9,0.0008238944767241306,0.7400527837048713,0.7907477158262529,0.6627480916030535,0.623944791558117,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,10,0.0007808121866531934,0.7275746412615337,0.7835684648178916,0.7047328244274809,0.6481506682026792,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,11,0.0007344376304427783,0.7187408137739112,0.7978195808680003,0.6903816793893129,0.646323817313065,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,12,0.0006853145073637911,0.6977567483517786,0.7729077300588594,0.6859541984732824,0.653709600971871,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,13,0.0006340187411206335,0.6845678094825239,0.7797545186071906,0.729618320610687,0.711970481418817,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,14,0.0005811517276723399,0.6716549774255889,0.7614747702984409,0.7219847328244274,0.6937157869150006,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,15,0.0005273332844148203,0.6612197522720717,0.767922395840856,0.7242748091603053,0.6815818836307962,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,16,0.00047319438338859726,0.6418285263461365,0.7450935728313358,0.7235114503816794,0.6859067345300953,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,17,0.00041936975370853396,0.6348082344026933,0.7385341373836721,0.7242748091603053,0.6957319692967135,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f2-s2753-fcf43c3cba42,2,cb439c747bad3243cb20f7f9d0ce4bf5591331369c6e47ec02887665060f96d1,18,0.00036649043994530075,0.6150440549580226,0.7738018979917046,0.716030534351145,0.6691675615944819,11,False
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,1,0.001,1.1248148418412756,1.1854639558573716,0.4917557251908397,0.4911778000543987,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,2,0.0009970974765324432,0.93684868327271,0.993671956207916,0.5740458015267176,0.5014468729149172,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,3,0.0009883670094660564,0.8695270905320719,0.898084191256807,0.5723664122137404,0.5558608653249328,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,4,0.0009739108857318951,0.8418928626083816,0.827313294683704,0.659236641221374,0.6456663475321751,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,5,0.0009538985901633824,0.8189907743676684,0.8080691544154218,0.6754198473282442,0.6550012899727431,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,6,0.0009285647486286424,0.7971481065204097,0.7983984159695283,0.667175572519084,0.6185329337225665,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,7,0.0008982063772567181,0.777925790059122,0.7910490269879349,0.6922137404580153,0.6855953020842378,11,True
I1,effective-number,g4-i1-effective-number-c1,g4-i1-effective-number-c1-f3-s2753-288f70adf96f,3,f219069c8ff5663226e94a6c2eb5bbcae02d41a66e7e3c486d90eb5fa1da751d,8,0.0008631794001950215,0.7639141386303107,0.7607301858727259,0.6974045801526717,0.683925359216635,11,True
