fold,model,clean_f1,train_f1,gap,nll,ece_15,dark_f1,dark_change,shift_f1,shift_change,seconds,memory_bytes
0,G-D1,0.7497050492623223,0.9929908612573085,0.24328581199498622,0.30152428361245565,0.03342053869489896,0.6826166253582885,-0.0670884239040338,0.6953457256610092,-0.0543593236013131,500.21130269700006,477585408
0,G2,0.7604983529055681,0.9931472699932924,0.23264891708772428,0.30273579195653477,0.031474300341698555,0.5334464663338034,-0.2270518865717646,0.7255785505313938,-0.0349198023741743,493.2028311529998,476045312
0,E6,0.7196395720085685,1.0,0.28036042799143146,0.45545640694078016,0.06678414323867304,0.548526700677004,-0.1711128713315645,0.5633882243094874,-0.1562513476990811,464.82694938500003,476045312
4,G-D1,0.7317341495045334,0.993531014160431,0.2617968646558976,0.28661368400289705,0.02975401873175501,0.6871175406923294,-0.0446166088122039,0.7129707402547367,-0.0187634092497966,501.62918202199944,477585408
4,G2,0.7304612751770436,0.9945832714929127,0.2641219963158691,0.28621805286907687,0.030953434076508468,0.5279763836908262,-0.2024848914862174,0.7315614223031316,0.0011001471260879,495.4816913710001,476045312
4,E6,0.7262851225657092,0.9999221620301233,0.2736370394644141,0.43980386458322374,0.06583505866184679,0.538399056877854,-0.1878860656878551,0.6028038058985162,-0.1234813166671929,473.20208274599963,476045312
