metric,fold_mean,fold_sd,fold_min,fold_max,pooled_value
n_samples,6550.6,0.8944271909999159,6550.0,6552.0,32753.0
accuracy,0.7112638634643759,0.00982991523191809,0.7014652014652014,0.7265648854961833,0.7112630904039324
balanced_accuracy,0.6540448370304148,0.009037831828296547,0.6408736026599734,0.6656258619005984,0.6540584527747026
macro_precision,0.780060731935661,0.010459937103394778,0.7707255794439383,0.7939161923071263,0.7797512072243626
macro_recall,0.6540448370304148,0.009037831828296547,0.6408736026599734,0.6656258619005984,0.6540584527747026
macro_f1,0.7001915705168181,0.009630576224471457,0.6875523050460596,0.7127061507810253,0.7002749727606333
weighted_f1,0.7061421777741714,0.010122314899129186,0.6959883490569186,0.7219733560979193,0.7061692786425101
nll,0.7063273601474184,0.016457881943280107,0.6910158240371661,0.7284240388604486,0.7063288189791166
brier,0.39492223460861675,0.010590587637045876,0.38126789159306146,0.4063473048863842,0.39492316961394547
ece,0.03017545591500056,0.009537116265210447,0.02260310613179821,0.044382744502643755,0.027735675006974707
