label,precision,recall,f1,support
Fall,0.701537147736977,0.5520833333333334,0.6179014667168108,8928
Spring,0.9582309582309583,0.5869074492099323,0.7279514699020065,1329
Summer,0.6888990406578346,0.8359716661533724,0.7553428317008014,16235
Winter,0.7703376822716808,0.6412713624021722,0.6999041227229147,6261
