run_id,validation_fold,corruption,loss,macro_f1,macro_f1_change
t3_usage_expanded_e8_usage_smallcnn_f3_s2753_6eb56854d557_20260906T094801Z1a6eea,3,jpeg_75,0.7130741347280422,0.5347467799334032,-0.036265275550337206
t3_usage_expanded_e8_usage_smallcnn_f3_s2753_6eb56854d557_20260906T094801Z1a6eea,3,brightness_085,2.002875479448537,0.21099573969481072,-0.36001631578892973
t3_usage_expanded_e8_usage_smallcnn_f3_s2753_6eb56854d557_20260906T094801Z1a6eea,3,brightness_115,1.0852514747306339,0.39157572356902753,-0.17943633191471292
t3_usage_expanded_e8_usage_smallcnn_f3_s2753_6eb56854d557_20260906T094801Z1a6eea,3,translation_003,0.7713588585079857,0.5012362834205831,-0.06977577206315733
t3_usage_expanded_e8_usage_smallcnn_f3_s2753_6eb56854d557_20260906T094801Z1a6eea,3,grayscale,0.7103467482524268,0.5309993201496064,-0.040012735334134075
