model,fold,slice,value,rows,errors,error_rate,wrong_confidence
gender_E6,1,near_white_fraction_band,2,1667,121,0.07258548290341926,0.8212897695867769
gender_E6,1,near_white_fraction_band,3,1637,197,0.12034208918753819,0.8262251549238578
gender_E6,1,near_white_fraction_band,4,1634,292,0.17870257037943693,0.807570974760274
gender_E6,2,near_white_fraction_band,1,1690,81,0.04792899408284024,0.8343452375308642
gender_E6,2,near_white_fraction_band,2,1611,109,0.06765983860955926,0.7767978775229358
gender_E6,2,near_white_fraction_band,3,1642,223,0.13580998781973208,0.8154471046188342
gender_E6,2,near_white_fraction_band,4,1610,294,0.18260869565217386,0.8108637755782312
gender_E6,3,near_white_fraction_band,1,1646,91,0.05528554070473879,0.8002863873626375
gender_E6,3,near_white_fraction_band,2,1633,111,0.06797305572565826,0.8395838703603603
gender_E6,3,near_white_fraction_band,3,1644,216,0.13138686131386856,0.8364760021759259
gender_E6,3,near_white_fraction_band,4,1631,263,0.16125076640098102,0.8076918874524716
gender_E6,4,near_white_fraction_band,1,1566,82,0.05236270753512129,0.8150291352439025
gender_E6,4,near_white_fraction_band,2,1684,109,0.06472684085510694,0.8330405920183488
gender_E6,4,near_white_fraction_band,3,1623,213,0.13123844731977818,0.8143278390140843
gender_E6,4,near_white_fraction_band,4,1684,288,0.17102137767220904,0.8403045366666667
gender_G2_screen,0,usage_type_status,exception,726,51,0.07024793388429751,0.6698753149019607
gender_G2_screen,0,usage_type_status,unsupported,1,0,0.0,
gender_G2_screen,0,usage_type_status,usual,5826,586,0.10058359079986268,0.7474606936177474
gender_G2_screen,4,usage_type_status,exception,659,56,0.08497723823975722,0.7680134314285715
gender_G2_screen,4,usage_type_status,unsupported,4,1,0.25,0.501234
gender_G2_screen,4,usage_type_status,usual,5894,576,0.0977265015269766,0.7227026866145834
gender_G2_screen,0,mixed_family,False,6550,637,0.09725190839694653,0.7412489913971743
gender_G2_screen,0,mixed_family,True,3,0,0.0,
gender_G2_screen,4,mixed_family,False,6557,633,0.09653805093792889,0.7263613485781991
gender_G2_screen,0,brightness_band,1,1664,101,0.06069711538461542,0.747315402079208
gender_G2_screen,0,brightness_band,2,1619,103,0.0636195182211241,0.7229240366019418
gender_G2_screen,0,brightness_band,3,1596,149,0.09335839598997497,0.7671816093959732
gender_G2_screen,0,brightness_band,4,1674,284,0.16965352449223414,0.7321320997887324
gender_G2_screen,4,brightness_band,1,1615,100,0.0619195046439629,0.7218785828000001
gender_G2_screen,4,brightness_band,2,1604,85,0.05299251870324184,0.7629619784705882
gender_G2_screen,4,brightness_band,3,1684,170,0.10095011876484561,0.7316403282941176
gender_G2_screen,4,brightness_band,4,1654,278,0.16807738814993956,0.7135548611151079
gender_G2_screen,0,foreground_fraction_band,1,1640,253,0.15426829268292686,0.734897708972332
gender_G2_screen,0,foreground_fraction_band,2,1645,219,0.1331306990881459,0.7388478899086759
gender_G2_screen,0,foreground_fraction_band,3,1611,87,0.054003724394785846,0.7677788245977012
gender_G2_screen,0,foreground_fraction_band,4,1657,78,0.04707302353651177,0.7390005323076922
gender_G2_screen,4,foreground_fraction_band,1,1680,286,0.1702380952380952,0.7204703843706294
gender_G2_screen,4,foreground_fraction_band,2,1604,195,0.12157107231920194,0.7427609914358975
gender_G2_screen,4,foreground_fraction_band,3,1687,89,0.05275637225844698,0.7208383762921348
gender_G2_screen,4,foreground_fraction_band,4,1586,63,0.039722572509457765,0.7101459507936508
gender_G2_screen,0,near_white_fraction_band,1,1668,81,0.04856115107913672,0.7492954386419752
gender_G2_screen,0,near_white_fraction_band,2,1602,89,0.05555555555555558,0.7441411560674158
gender_G2_screen,0,near_white_fraction_band,3,1640,212,0.12926829268292683,0.7432129221698112
gender_G2_screen,0,near_white_fraction_band,4,1643,255,0.15520389531345102,0.7360508807843137
gender_G2_screen,4,near_white_fraction_band,1,1566,66,0.04214559386973182,0.7119818975757577
gender_G2_screen,4,near_white_fraction_band,2,1684,97,0.05760095011876487,0.7213245747422681
gender_G2_screen,4,near_white_fraction_band,3,1623,183,0.11275415896487984,0.7385514809289618
gender_G2_screen,4,near_white_fraction_band,4,1684,287,0.17042755344418048,0.723597643379791
