fold,stage_a_seconds,stage_b_seconds,train_seconds,fold_wall_seconds,peak_memory_bytes,peak_host_memory_bytes
0,473.07674046700026,34.92679860300041,508.00353907000067,612.4774813549998,920649728,7826055168
4,465.8365020800002,34.26416635600026,500.10066843600043,593.4070728309998,920649728,7792222208
