source_partition,decoded_images,native_60x80,other_sizes,non_rgb_sources,median_file_kib,p95_file_kib,ordered_inventory_sha256
train,26992,26982,10,246,13.50390625,25.53281250,1cff7807fb38c1e722c1b4c5ddc05239be203c5b54c620eab961563afdeb56bd
