label,precision,recall,f1,support
Fall,0.7403674406736412,0.6499775985663082,0.6922342836693308,8928
Spring,0.943502824858757,0.6282919488337095,0.7542908762420958,1329
Summer,0.7538444206612966,0.8243301509085309,0.7875132399670471,16235
Winter,0.7439859805639637,0.7458872384603099,0.7449353963949593,6261
