candidate,parameter_count,bundle_bytes,development_cpu_end_to_end_median_ms,development_cuda_end_to_end_median_ms,holdout_clean_device,holdout_clean_runtime_seconds,holdout_clean_images_per_second,holdout_clean_prediction_failures,holdout_clean_peak_vram_bytes
I2,1206112,4856199,6.4926000000000004,1.8821000000000001,cpu,12.494505599999684,462.44326786328753,0,
